WILAYAH;KECAMATAN;NAMA FASKES (Rumah Sakit dan Puskesmas);Jenis Penyakit;Agustus
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit telinga dan mastoid;75
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem sirkulasi;90
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem pernafasan;497
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem pencernaan;418
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada kulit dan jaringan subcutaneous;133
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem musculoskletal;141
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem saluran kemih dan genital;40
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Kehamilan dan kelahiran;51
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Keadaan yang berasal dari periode perinatal;2
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Malformasi kongenital, deformasi dan kelainan chromosom;3
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;207
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Keracunan, cedera dan beberapa penyebab yang dari luar;51
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyebab morbiditas dan kematian eksternal;5
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;508
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit Infeksi dan parasit;188
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Neoplasma;22
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;5
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Endokrin, nutrisi dan gangguan metabolik;120
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Gangguan jiwa dan perilaku;20
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit yang mengenai sistem syaraf;71
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit mata dan adnexa;59
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit telinga dan mastoid;79
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem sirkulasi;122
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem pernafasan;869
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem pencernaan;536
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada kulit dan jaringan subcutaneous;197
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem musculoskletal;240
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem saluran kemih dan genital;52
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Kehamilan dan kelahiran;28
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Keadaan yang berasal dari periode perinatal;11
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;136
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Keracunan, cedera dan beberapa penyebab yang dari luar;66
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyebab morbiditas dan kematian eksternal;3
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;444
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit Infeksi dan parasit;132
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Neoplasma;13
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Endokrin, nutrisi dan gangguan metabolik;36
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Gangguan jiwa dan perilaku;9
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit yang mengenai sistem syaraf;3
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit mata dan adnexa;60
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit telinga dan mastoid;33
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem sirkulasi;30
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem pernafasan;705
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem pencernaan;448
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada kulit dan jaringan subcutaneous;111
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem musculoskletal;158
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem saluran kemih dan genital;28
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Kehamilan dan kelahiran;72
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Keadaan yang berasal dari periode perinatal;1
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Malformasi kongenital, deformasi dan kelainan chromosom;0
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;129
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Keracunan, cedera dan beberapa penyebab yang dari luar;70
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyebab morbiditas dan kematian eksternal;0
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;339
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit Infeksi dan parasit;122
Surabaya Barat;Sambikerep;Puskesmas Lontar;Neoplasma;9
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;5
Surabaya Barat;Sambikerep;Puskesmas Lontar;Endokrin, nutrisi dan gangguan metabolik;72
Surabaya Barat;Sambikerep;Puskesmas Lontar;Gangguan jiwa dan perilaku;12
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit yang mengenai sistem syaraf;12
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit mata dan adnexa;63
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit telinga dan mastoid;25
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem sirkulasi;109
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem pernafasan;550
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem pencernaan;293
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada kulit dan jaringan subcutaneous;81
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem musculoskletal;107
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem saluran kemih dan genital;34
Surabaya Barat;Sambikerep;Puskesmas Lontar;Kehamilan dan kelahiran;3
Surabaya Barat;Sambikerep;Puskesmas Lontar;Keadaan yang berasal dari periode perinatal;3
Surabaya Barat;Sambikerep;Puskesmas Lontar;Malformasi kongenital, deformasi dan kelainan chromosom;3
Surabaya Barat;Sambikerep;Puskesmas Lontar;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;100
Surabaya Barat;Sambikerep;Puskesmas Lontar;Keracunan, cedera dan beberapa penyebab yang dari luar;20
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyebab morbiditas dan kematian eksternal;1
Surabaya Barat;Sambikerep;Puskesmas Lontar;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;347
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit Infeksi dan parasit;56
Surabaya Barat;Sambikerep;Puskesmas Made;Neoplasma;3
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;7
Surabaya Barat;Sambikerep;Puskesmas Made;Endokrin, nutrisi dan gangguan metabolik;62
Surabaya Barat;Sambikerep;Puskesmas Made;Gangguan jiwa dan perilaku;20
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit yang mengenai sistem syaraf;27
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit mata dan adnexa;71
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit telinga dan mastoid;23
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem sirkulasi;40
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem pernafasan;355
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem pencernaan;305
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada kulit dan jaringan subcutaneous;46
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem musculoskletal;57
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem saluran kemih dan genital;30
Surabaya Barat;Sambikerep;Puskesmas Made;Kehamilan dan kelahiran;5
Surabaya Barat;Sambikerep;Puskesmas Made;Keadaan yang berasal dari periode perinatal;2
Surabaya Barat;Sambikerep;Puskesmas Made;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Barat;Sambikerep;Puskesmas Made;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;32
Surabaya Barat;Sambikerep;Puskesmas Made;Keracunan, cedera dan beberapa penyebab yang dari luar;56
Surabaya Barat;Sambikerep;Puskesmas Made;Penyebab morbiditas dan kematian eksternal;0
Surabaya Barat;Sambikerep;Puskesmas Made;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;202
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit Infeksi dan parasit;176
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Neoplasma;9
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;5
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Endokrin, nutrisi dan gangguan metabolik;104
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Gangguan jiwa dan perilaku;16
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit yang mengenai sistem syaraf;40
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit mata dan adnexa;96
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit telinga dan mastoid;63
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem sirkulasi;57
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem pernafasan;732
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem pencernaan;509
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada kulit dan jaringan subcutaneous;107
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem musculoskletal;162
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem saluran kemih dan genital;47
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Kehamilan dan kelahiran;23
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Keadaan yang berasal dari periode perinatal;8
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;165
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Keracunan, cedera dan beberapa penyebab yang dari luar;53
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyebab morbiditas dan kematian eksternal;0
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;649
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit Infeksi dan parasit;267
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Neoplasma;24
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Endokrin, nutrisi dan gangguan metabolik;108
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Gangguan jiwa dan perilaku;15
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit yang mengenai sistem syaraf;22
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit mata dan adnexa;109
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit telinga dan mastoid;51
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem sirkulasi;98
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem pernafasan;868
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem pencernaan;611
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada kulit dan jaringan subcutaneous;143
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem musculoskletal;226
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem saluran kemih dan genital;60
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Kehamilan dan kelahiran;18
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Keadaan yang berasal dari periode perinatal;4
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Malformasi kongenital, deformasi dan kelainan chromosom;3
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;462
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Keracunan, cedera dan beberapa penyebab yang dari luar;41
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyebab morbiditas dan kematian eksternal;1
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;997
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit Infeksi dan parasit;198
Surabaya Timur;Sukolilo;Puskesmas Menur;Neoplasma;19
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;4
Surabaya Timur;Sukolilo;Puskesmas Menur;Endokrin, nutrisi dan gangguan metabolik;194
Surabaya Timur;Sukolilo;Puskesmas Menur;Gangguan jiwa dan perilaku;24
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit yang mengenai sistem syaraf;33
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit mata dan adnexa;164
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit telinga dan mastoid;94
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem sirkulasi;202
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem pernafasan;958
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem pencernaan;654
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada kulit dan jaringan subcutaneous;189
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem musculoskletal;293
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem saluran kemih dan genital;80
Surabaya Timur;Sukolilo;Puskesmas Menur;Kehamilan dan kelahiran;25
Surabaya Timur;Sukolilo;Puskesmas Menur;Keadaan yang berasal dari periode perinatal;1
Surabaya Timur;Sukolilo;Puskesmas Menur;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Timur;Sukolilo;Puskesmas Menur;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;145
Surabaya Timur;Sukolilo;Puskesmas Menur;Keracunan, cedera dan beberapa penyebab yang dari luar;101
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyebab morbiditas dan kematian eksternal;1
Surabaya Timur;Sukolilo;Puskesmas Menur;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;412
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit Infeksi dan parasit;130
Surabaya Timur;Gubeng;Puskesmas Mojo;Neoplasma;29
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;7
Surabaya Timur;Gubeng;Puskesmas Mojo;Endokrin, nutrisi dan gangguan metabolik;130
Surabaya Timur;Gubeng;Puskesmas Mojo;Gangguan jiwa dan perilaku;23
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit yang mengenai sistem syaraf;73
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit mata dan adnexa;34
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit telinga dan mastoid;105
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem sirkulasi;162
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem pernafasan;1.053
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem pencernaan;700
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada kulit dan jaringan subcutaneous;229
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem musculoskletal;263
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem saluran kemih dan genital;73
Surabaya Timur;Gubeng;Puskesmas Mojo;Kehamilan dan kelahiran;29
Surabaya Timur;Gubeng;Puskesmas Mojo;Keadaan yang berasal dari periode perinatal;2
Surabaya Timur;Gubeng;Puskesmas Mojo;Malformasi kongenital, deformasi dan kelainan chromosom;7
Surabaya Timur;Gubeng;Puskesmas Mojo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;288
Surabaya Timur;Gubeng;Puskesmas Mojo;Keracunan, cedera dan beberapa penyebab yang dari luar;102
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyebab morbiditas dan kematian eksternal;6
Surabaya Timur;Gubeng;Puskesmas Mojo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;568
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit Infeksi dan parasit;129
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Neoplasma;15
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;5
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Endokrin, nutrisi dan gangguan metabolik;41
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Gangguan jiwa dan perilaku;19
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit yang mengenai sistem syaraf;31
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit mata dan adnexa;76
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit telinga dan mastoid;38
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem sirkulasi;56
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem pernafasan;685
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem pencernaan;124
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada kulit dan jaringan subcutaneous;100
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem musculoskletal;140
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem saluran kemih dan genital;23
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Kehamilan dan kelahiran;17
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Keadaan yang berasal dari periode perinatal;5
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;57
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Keracunan, cedera dan beberapa penyebab yang dari luar;26
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyebab morbiditas dan kematian eksternal;2
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;335
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit Infeksi dan parasit;108
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Neoplasma;18
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;5
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Endokrin, nutrisi dan gangguan metabolik;92
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Gangguan jiwa dan perilaku;4
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit yang mengenai sistem syaraf;15
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit mata dan adnexa;99
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit telinga dan mastoid;25
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem sirkulasi;88
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem pernafasan;401
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem pencernaan;538
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada kulit dan jaringan subcutaneous;61
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem musculoskletal;83
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem saluran kemih dan genital;32
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Kehamilan dan kelahiran;6
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Keadaan yang berasal dari periode perinatal;3
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;121
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Keracunan, cedera dan beberapa penyebab yang dari luar;39
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyebab morbiditas dan kematian eksternal;0
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;119
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit Infeksi dan parasit;158
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Neoplasma;25
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Endokrin, nutrisi dan gangguan metabolik;99
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Gangguan jiwa dan perilaku;52
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit yang mengenai sistem syaraf;17
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit mata dan adnexa;54
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit telinga dan mastoid;52
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem sirkulasi;93
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem pernafasan;801
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem pencernaan;522
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada kulit dan jaringan subcutaneous;139
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem musculoskletal;244
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem saluran kemih dan genital;46
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Kehamilan dan kelahiran;48
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Keadaan yang berasal dari periode perinatal;1
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Malformasi kongenital, deformasi dan kelainan chromosom;6
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;145
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Keracunan, cedera dan beberapa penyebab yang dari luar;90
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyebab morbiditas dan kematian eksternal;1
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;959
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit Infeksi dan parasit;190
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Neoplasma;16
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Endokrin, nutrisi dan gangguan metabolik;79
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Gangguan jiwa dan perilaku;8
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit yang mengenai sistem syaraf;31
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit mata dan adnexa;98
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit telinga dan mastoid;70
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem sirkulasi;79
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem pernafasan;984
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem pencernaan;354
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada kulit dan jaringan subcutaneous;174
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem musculoskletal;264
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem saluran kemih dan genital;34
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Kehamilan dan kelahiran;11
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Keadaan yang berasal dari periode perinatal;1
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;132
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Keracunan, cedera dan beberapa penyebab yang dari luar;62
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyebab morbiditas dan kematian eksternal;0
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;251
