WILAYAH;KECAMATAN;NAMA FASKES (Rumah Sakit dan Puskesmas);Jenis Penyakit;Juli
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit telinga dan mastoid;36
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem sirkulasi;73
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem pernafasan;332
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem pencernaan;417
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada kulit dan jaringan subcutaneous;106
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem musculoskletal;124
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem saluran kemih dan genital;26
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Kehamilan dan kelahiran;55
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Keadaan yang berasal dari periode perinatal;3
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Malformasi kongenital, deformasi dan kelainan chromosom;0
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;153
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Keracunan, cedera dan beberapa penyebab yang dari luar;53
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyebab morbiditas dan kematian eksternal;6
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;333
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit Infeksi dan parasit;154
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Neoplasma;29
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;6
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Endokrin, nutrisi dan gangguan metabolik;81
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Gangguan jiwa dan perilaku;18
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit yang mengenai sistem syaraf;46
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit mata dan adnexa;50
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit telinga dan mastoid;75
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem sirkulasi;105
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem pernafasan;585
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem pencernaan;551
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada kulit dan jaringan subcutaneous;183
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem musculoskletal;232
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem saluran kemih dan genital;40
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Kehamilan dan kelahiran;30
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Keadaan yang berasal dari periode perinatal;6
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;134
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Keracunan, cedera dan beberapa penyebab yang dari luar;60
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyebab morbiditas dan kematian eksternal;0
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;562
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit Infeksi dan parasit;88
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Neoplasma;11
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Endokrin, nutrisi dan gangguan metabolik;28
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Gangguan jiwa dan perilaku;8
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit yang mengenai sistem syaraf;7
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit mata dan adnexa;53
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit telinga dan mastoid;35
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem sirkulasi;26
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem pernafasan;450
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem pencernaan;411
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada kulit dan jaringan subcutaneous;118
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem musculoskletal;157
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem saluran kemih dan genital;21
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Kehamilan dan kelahiran;79
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Keadaan yang berasal dari periode perinatal;1
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Malformasi kongenital, deformasi dan kelainan chromosom;0
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;145
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Keracunan, cedera dan beberapa penyebab yang dari luar;50
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyebab morbiditas dan kematian eksternal;0
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;297
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit Infeksi dan parasit;102
Surabaya Barat;Sambikerep;Puskesmas Lontar;Neoplasma;11
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1
Surabaya Barat;Sambikerep;Puskesmas Lontar;Endokrin, nutrisi dan gangguan metabolik;42
Surabaya Barat;Sambikerep;Puskesmas Lontar;Gangguan jiwa dan perilaku;14
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit yang mengenai sistem syaraf;7
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit mata dan adnexa;45
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit telinga dan mastoid;24
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem sirkulasi;79
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem pernafasan;253
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem pencernaan;368
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada kulit dan jaringan subcutaneous;71
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem musculoskletal;67
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem saluran kemih dan genital;25
Surabaya Barat;Sambikerep;Puskesmas Lontar;Kehamilan dan kelahiran;11
Surabaya Barat;Sambikerep;Puskesmas Lontar;Keadaan yang berasal dari periode perinatal;2
Surabaya Barat;Sambikerep;Puskesmas Lontar;Malformasi kongenital, deformasi dan kelainan chromosom;3
Surabaya Barat;Sambikerep;Puskesmas Lontar;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;68
Surabaya Barat;Sambikerep;Puskesmas Lontar;Keracunan, cedera dan beberapa penyebab yang dari luar;19
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyebab morbiditas dan kematian eksternal;0
Surabaya Barat;Sambikerep;Puskesmas Lontar;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;445
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit Infeksi dan parasit;36
Surabaya Barat;Sambikerep;Puskesmas Made;Neoplasma;9
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;5
Surabaya Barat;Sambikerep;Puskesmas Made;Endokrin, nutrisi dan gangguan metabolik;47
Surabaya Barat;Sambikerep;Puskesmas Made;Gangguan jiwa dan perilaku;4
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit yang mengenai sistem syaraf;34
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit mata dan adnexa;45
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit telinga dan mastoid;16
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem sirkulasi;34
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem pernafasan;197
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem pencernaan;281
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada kulit dan jaringan subcutaneous;45
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem musculoskletal;73
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem saluran kemih dan genital;14
Surabaya Barat;Sambikerep;Puskesmas Made;Kehamilan dan kelahiran;3
Surabaya Barat;Sambikerep;Puskesmas Made;Keadaan yang berasal dari periode perinatal;0
Surabaya Barat;Sambikerep;Puskesmas Made;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Barat;Sambikerep;Puskesmas Made;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;27
Surabaya Barat;Sambikerep;Puskesmas Made;Keracunan, cedera dan beberapa penyebab yang dari luar;26
Surabaya Barat;Sambikerep;Puskesmas Made;Penyebab morbiditas dan kematian eksternal;1
Surabaya Barat;Sambikerep;Puskesmas Made;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;249
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit Infeksi dan parasit;117
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Neoplasma;8
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Endokrin, nutrisi dan gangguan metabolik;63
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Gangguan jiwa dan perilaku;13
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit yang mengenai sistem syaraf;27
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit mata dan adnexa;95
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit telinga dan mastoid;39
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem sirkulasi;32
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem pernafasan;365
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem pencernaan;569
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada kulit dan jaringan subcutaneous;84
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem musculoskletal;86
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem saluran kemih dan genital;34
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Kehamilan dan kelahiran;23
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Keadaan yang berasal dari periode perinatal;6
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;103
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Keracunan, cedera dan beberapa penyebab yang dari luar;26
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyebab morbiditas dan kematian eksternal;2
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;357
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit Infeksi dan parasit;249
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Neoplasma;19
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;8
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Endokrin, nutrisi dan gangguan metabolik;133
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Gangguan jiwa dan perilaku;37
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit yang mengenai sistem syaraf;32
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit mata dan adnexa;136
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit telinga dan mastoid;55
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem sirkulasi;129
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem pernafasan;624
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem pencernaan;738
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada kulit dan jaringan subcutaneous;157
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem musculoskletal;248
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem saluran kemih dan genital;74
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Kehamilan dan kelahiran;32
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Keadaan yang berasal dari periode perinatal;18
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;286
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Keracunan, cedera dan beberapa penyebab yang dari luar;62
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyebab morbiditas dan kematian eksternal;5
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;1.149
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit Infeksi dan parasit;175
Surabaya Timur;Sukolilo;Puskesmas Menur;Neoplasma;29
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1
Surabaya Timur;Sukolilo;Puskesmas Menur;Endokrin, nutrisi dan gangguan metabolik;113
Surabaya Timur;Sukolilo;Puskesmas Menur;Gangguan jiwa dan perilaku;16
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit yang mengenai sistem syaraf;46
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit mata dan adnexa;182
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit telinga dan mastoid;68
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem sirkulasi;149
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem pernafasan;592
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem pencernaan;620
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada kulit dan jaringan subcutaneous;186
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem musculoskletal;260
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem saluran kemih dan genital;69
Surabaya Timur;Sukolilo;Puskesmas Menur;Kehamilan dan kelahiran;28
Surabaya Timur;Sukolilo;Puskesmas Menur;Keadaan yang berasal dari periode perinatal;5
Surabaya Timur;Sukolilo;Puskesmas Menur;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Timur;Sukolilo;Puskesmas Menur;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;126
Surabaya Timur;Sukolilo;Puskesmas Menur;Keracunan, cedera dan beberapa penyebab yang dari luar;71
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyebab morbiditas dan kematian eksternal;4
Surabaya Timur;Sukolilo;Puskesmas Menur;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;491
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit Infeksi dan parasit;104
Surabaya Timur;Gubeng;Puskesmas Mojo;Neoplasma;37
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;7
Surabaya Timur;Gubeng;Puskesmas Mojo;Endokrin, nutrisi dan gangguan metabolik;130
Surabaya Timur;Gubeng;Puskesmas Mojo;Gangguan jiwa dan perilaku;20
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit yang mengenai sistem syaraf;68
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit mata dan adnexa;27
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit telinga dan mastoid;98
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem sirkulasi;191
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem pernafasan;678
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem pencernaan;675
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada kulit dan jaringan subcutaneous;219
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem musculoskletal;264
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem saluran kemih dan genital;66
Surabaya Timur;Gubeng;Puskesmas Mojo;Kehamilan dan kelahiran;26
Surabaya Timur;Gubeng;Puskesmas Mojo;Keadaan yang berasal dari periode perinatal;2
Surabaya Timur;Gubeng;Puskesmas Mojo;Malformasi kongenital, deformasi dan kelainan chromosom;6
Surabaya Timur;Gubeng;Puskesmas Mojo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;256
Surabaya Timur;Gubeng;Puskesmas Mojo;Keracunan, cedera dan beberapa penyebab yang dari luar;102
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyebab morbiditas dan kematian eksternal;5
Surabaya Timur;Gubeng;Puskesmas Mojo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;726
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit Infeksi dan parasit;73
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Neoplasma;11
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;0
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Endokrin, nutrisi dan gangguan metabolik;58
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Gangguan jiwa dan perilaku;12
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit yang mengenai sistem syaraf;20
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit mata dan adnexa;77
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit telinga dan mastoid;23
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem sirkulasi;113
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem pernafasan;376
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem pencernaan;77
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada kulit dan jaringan subcutaneous;116
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem musculoskletal;238
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem saluran kemih dan genital;24
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Kehamilan dan kelahiran;12
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Keadaan yang berasal dari periode perinatal;2
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;17
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Keracunan, cedera dan beberapa penyebab yang dari luar;10
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyebab morbiditas dan kematian eksternal;0
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;306
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit Infeksi dan parasit;130
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Neoplasma;8
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;10
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Endokrin, nutrisi dan gangguan metabolik;104
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Gangguan jiwa dan perilaku;16
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit yang mengenai sistem syaraf;16
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit mata dan adnexa;98
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit telinga dan mastoid;33
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem sirkulasi;109
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem pernafasan;413
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem pencernaan;545
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada kulit dan jaringan subcutaneous;90
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem musculoskletal;109
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem saluran kemih dan genital;43
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Kehamilan dan kelahiran;16
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Keadaan yang berasal dari periode perinatal;5
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;110
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Keracunan, cedera dan beberapa penyebab yang dari luar;37
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyebab morbiditas dan kematian eksternal;1
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;151
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit Infeksi dan parasit;148
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Neoplasma;20
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;0
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Endokrin, nutrisi dan gangguan metabolik;78
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Gangguan jiwa dan perilaku;32
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit yang mengenai sistem syaraf;17
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit mata dan adnexa;37
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit telinga dan mastoid;41
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem sirkulasi;105
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem pernafasan;523
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem pencernaan;436
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada kulit dan jaringan subcutaneous;128
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem musculoskletal;213
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem saluran kemih dan genital;49
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Kehamilan dan kelahiran;8
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Keadaan yang berasal dari periode perinatal;1
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;117
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Keracunan, cedera dan beberapa penyebab yang dari luar;62
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyebab morbiditas dan kematian eksternal;3
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;819
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit Infeksi dan parasit;161
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Neoplasma;19
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Endokrin, nutrisi dan gangguan metabolik;77
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Gangguan jiwa dan perilaku;7
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit yang mengenai sistem syaraf;19
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit mata dan adnexa;115
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit telinga dan mastoid;78
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem sirkulasi;46
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem pernafasan;681
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem pencernaan;199
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada kulit dan jaringan subcutaneous;171
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem musculoskletal;228
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem saluran kemih dan genital;31
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Kehamilan dan kelahiran;14
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Keadaan yang berasal dari periode perinatal;2
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;122
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Keracunan, cedera dan beberapa penyebab yang dari luar;77
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyebab morbiditas dan kematian eksternal;0
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;239
