WILAYAH;KECAMATAN;NAMA FASKES (Rumah Sakit dan Puskesmas);Jenis Penyakit;Mei
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit telinga dan mastoid;69
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem sirkulasi;71
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem pernafasan;365
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem pencernaan;376
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada kulit dan jaringan subcutaneous;91
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem musculoskletal;139
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyakit pada sistem saluran kemih dan genital;35
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Kehamilan dan kelahiran;42
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Keadaan yang berasal dari periode perinatal;1
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Malformasi kongenital, deformasi dan kelainan chromosom;3
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;186
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Keracunan, cedera dan beberapa penyebab yang dari luar;39
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Penyebab morbiditas dan kematian eksternal;2
Surabaya Timur;Sukolilo;Puskesmas Klampis Ngasem;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;293
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit Infeksi dan parasit;151
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Neoplasma;23
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Endokrin, nutrisi dan gangguan metabolik;73
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Gangguan jiwa dan perilaku;14
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit yang mengenai sistem syaraf;52
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit mata dan adnexa;70
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit telinga dan mastoid;66
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem sirkulasi;104
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem pernafasan;505
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem pencernaan;469
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada kulit dan jaringan subcutaneous;190
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem musculoskletal;225
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyakit pada sistem saluran kemih dan genital;41
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Kehamilan dan kelahiran;20
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Keadaan yang berasal dari periode perinatal;3
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Malformasi kongenital, deformasi dan kelainan chromosom;6
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;103
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Keracunan, cedera dan beberapa penyebab yang dari luar;54
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Penyebab morbiditas dan kematian eksternal;2
Surabaya Utara;Krembangan;Puskesmas Krembangan Selatan;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;519
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit Infeksi dan parasit;113
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Neoplasma;11
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Endokrin, nutrisi dan gangguan metabolik;35
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Gangguan jiwa dan perilaku;7
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit yang mengenai sistem syaraf;4
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit mata dan adnexa;50
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit telinga dan mastoid;39
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem sirkulasi;25
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem pernafasan;560
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem pencernaan;429
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada kulit dan jaringan subcutaneous;99
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem musculoskletal;171
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyakit pada sistem saluran kemih dan genital;24
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Kehamilan dan kelahiran;63
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Keadaan yang berasal dari periode perinatal;0
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Malformasi kongenital, deformasi dan kelainan chromosom;0
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;143
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Keracunan, cedera dan beberapa penyebab yang dari luar;38
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Penyebab morbiditas dan kematian eksternal;0
Surabaya Barat;Lakarsantri;Puskesmas Lidah Kulon;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;480
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit Infeksi dan parasit;131
Surabaya Barat;Sambikerep;Puskesmas Lontar;Neoplasma;13
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1
Surabaya Barat;Sambikerep;Puskesmas Lontar;Endokrin, nutrisi dan gangguan metabolik;69
Surabaya Barat;Sambikerep;Puskesmas Lontar;Gangguan jiwa dan perilaku;12
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit yang mengenai sistem syaraf;9
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit mata dan adnexa;43
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit telinga dan mastoid;22
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem sirkulasi;87
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem pernafasan;338
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem pencernaan;374
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada kulit dan jaringan subcutaneous;74
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem musculoskletal;130
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyakit pada sistem saluran kemih dan genital;36
Surabaya Barat;Sambikerep;Puskesmas Lontar;Kehamilan dan kelahiran;4
Surabaya Barat;Sambikerep;Puskesmas Lontar;Keadaan yang berasal dari periode perinatal;0
Surabaya Barat;Sambikerep;Puskesmas Lontar;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Barat;Sambikerep;Puskesmas Lontar;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;100
Surabaya Barat;Sambikerep;Puskesmas Lontar;Keracunan, cedera dan beberapa penyebab yang dari luar;18
Surabaya Barat;Sambikerep;Puskesmas Lontar;Penyebab morbiditas dan kematian eksternal;1
Surabaya Barat;Sambikerep;Puskesmas Lontar;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;442
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit Infeksi dan parasit;45
Surabaya Barat;Sambikerep;Puskesmas Made;Neoplasma;5
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1
Surabaya Barat;Sambikerep;Puskesmas Made;Endokrin, nutrisi dan gangguan metabolik;91
Surabaya Barat;Sambikerep;Puskesmas Made;Gangguan jiwa dan perilaku;18
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit yang mengenai sistem syaraf;60
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit mata dan adnexa;52
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit telinga dan mastoid;27
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem sirkulasi;40
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem pernafasan;316
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem pencernaan;353
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada kulit dan jaringan subcutaneous;76
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem musculoskletal;119
Surabaya Barat;Sambikerep;Puskesmas Made;Penyakit pada sistem saluran kemih dan genital;17
Surabaya Barat;Sambikerep;Puskesmas Made;Kehamilan dan kelahiran;2
Surabaya Barat;Sambikerep;Puskesmas Made;Keadaan yang berasal dari periode perinatal;0
Surabaya Barat;Sambikerep;Puskesmas Made;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Barat;Sambikerep;Puskesmas Made;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;29
Surabaya Barat;Sambikerep;Puskesmas Made;Keracunan, cedera dan beberapa penyebab yang dari luar;61
Surabaya Barat;Sambikerep;Puskesmas Made;Penyebab morbiditas dan kematian eksternal;0
Surabaya Barat;Sambikerep;Puskesmas Made;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;271
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit Infeksi dan parasit;118
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Neoplasma;10
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Endokrin, nutrisi dan gangguan metabolik;70
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Gangguan jiwa dan perilaku;9
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit yang mengenai sistem syaraf;24
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit mata dan adnexa;93
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit telinga dan mastoid;31
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem sirkulasi;35
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem pernafasan;343
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem pencernaan;540
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada kulit dan jaringan subcutaneous;67
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem musculoskletal;108
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyakit pada sistem saluran kemih dan genital;35
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Kehamilan dan kelahiran;16
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Keadaan yang berasal dari periode perinatal;10
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;110
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Keracunan, cedera dan beberapa penyebab yang dari luar;31
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Penyebab morbiditas dan kematian eksternal;0
Surabaya Barat;Tandes;Puskesmas Manukan Kulon;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;485
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit Infeksi dan parasit;283
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Neoplasma;25
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;5
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Endokrin, nutrisi dan gangguan metabolik;97
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Gangguan jiwa dan perilaku;17
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit yang mengenai sistem syaraf;20
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit mata dan adnexa;133
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit telinga dan mastoid;70
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem sirkulasi;94
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem pernafasan;698
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem pencernaan;837
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada kulit dan jaringan subcutaneous;188
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem musculoskletal;274
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyakit pada sistem saluran kemih dan genital;63
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Kehamilan dan kelahiran;27
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Keadaan yang berasal dari periode perinatal;14
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Malformasi kongenital, deformasi dan kelainan chromosom;3
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;385
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Keracunan, cedera dan beberapa penyebab yang dari luar;84
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Penyebab morbiditas dan kematian eksternal;4
Surabaya Timur;Rungkut;Puskesmas Medokan Ayu;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;1.037
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit Infeksi dan parasit;174
Surabaya Timur;Sukolilo;Puskesmas Menur;Neoplasma;27
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3
Surabaya Timur;Sukolilo;Puskesmas Menur;Endokrin, nutrisi dan gangguan metabolik;122
Surabaya Timur;Sukolilo;Puskesmas Menur;Gangguan jiwa dan perilaku;15
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit yang mengenai sistem syaraf;24
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit mata dan adnexa;185
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit telinga dan mastoid;77
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem sirkulasi;124
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem pernafasan;580
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem pencernaan;607
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada kulit dan jaringan subcutaneous;154
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem musculoskletal;263
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyakit pada sistem saluran kemih dan genital;52
Surabaya Timur;Sukolilo;Puskesmas Menur;Kehamilan dan kelahiran;24
Surabaya Timur;Sukolilo;Puskesmas Menur;Keadaan yang berasal dari periode perinatal;1
Surabaya Timur;Sukolilo;Puskesmas Menur;Malformasi kongenital, deformasi dan kelainan chromosom;3
Surabaya Timur;Sukolilo;Puskesmas Menur;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;224
Surabaya Timur;Sukolilo;Puskesmas Menur;Keracunan, cedera dan beberapa penyebab yang dari luar;68
Surabaya Timur;Sukolilo;Puskesmas Menur;Penyebab morbiditas dan kematian eksternal;3
Surabaya Timur;Sukolilo;Puskesmas Menur;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;549
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit Infeksi dan parasit;163
Surabaya Timur;Gubeng;Puskesmas Mojo;Neoplasma;39
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;6
Surabaya Timur;Gubeng;Puskesmas Mojo;Endokrin, nutrisi dan gangguan metabolik;142
Surabaya Timur;Gubeng;Puskesmas Mojo;Gangguan jiwa dan perilaku;30
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit yang mengenai sistem syaraf;55
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit mata dan adnexa;45
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit telinga dan mastoid;98
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem sirkulasi;202
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem pernafasan;626
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem pencernaan;602
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada kulit dan jaringan subcutaneous;156
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem musculoskletal;304
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyakit pada sistem saluran kemih dan genital;63
Surabaya Timur;Gubeng;Puskesmas Mojo;Kehamilan dan kelahiran;23
Surabaya Timur;Gubeng;Puskesmas Mojo;Keadaan yang berasal dari periode perinatal;4
Surabaya Timur;Gubeng;Puskesmas Mojo;Malformasi kongenital, deformasi dan kelainan chromosom;3
Surabaya Timur;Gubeng;Puskesmas Mojo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;273
Surabaya Timur;Gubeng;Puskesmas Mojo;Keracunan, cedera dan beberapa penyebab yang dari luar;102
Surabaya Timur;Gubeng;Puskesmas Mojo;Penyebab morbiditas dan kematian eksternal;3
Surabaya Timur;Gubeng;Puskesmas Mojo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;699
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit Infeksi dan parasit;140
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Neoplasma;12
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Endokrin, nutrisi dan gangguan metabolik;86
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Gangguan jiwa dan perilaku;28
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit yang mengenai sistem syaraf;22
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit mata dan adnexa;64
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit telinga dan mastoid;42
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem sirkulasi;144
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem pernafasan;729
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem pencernaan;111
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada kulit dan jaringan subcutaneous;226
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem musculoskletal;358
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyakit pada sistem saluran kemih dan genital;38
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Kehamilan dan kelahiran;8
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Keadaan yang berasal dari periode perinatal;3
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Malformasi kongenital, deformasi dan kelainan chromosom;3
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;88
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Keracunan, cedera dan beberapa penyebab yang dari luar;20
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Penyebab morbiditas dan kematian eksternal;0
Surabaya Utara;Krembangan;Puskesmas Morokrembangan;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;278
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit Infeksi dan parasit;132
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Neoplasma;12
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;4
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Endokrin, nutrisi dan gangguan metabolik;124
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Gangguan jiwa dan perilaku;7
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit yang mengenai sistem syaraf;6
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit mata dan adnexa;101
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit telinga dan mastoid;37
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem sirkulasi;117
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem pernafasan;445
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem pencernaan;552
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada kulit dan jaringan subcutaneous;77
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem musculoskletal;96
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyakit pada sistem saluran kemih dan genital;42
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Kehamilan dan kelahiran;20
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Keadaan yang berasal dari periode perinatal;5
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Malformasi kongenital, deformasi dan kelainan chromosom;5
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;140
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Keracunan, cedera dan beberapa penyebab yang dari luar;45
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Penyebab morbiditas dan kematian eksternal;2
Surabaya Timur;Mulyorejo;Puskesmas Mulyorejo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;159
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit Infeksi dan parasit;154
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Neoplasma;26
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Endokrin, nutrisi dan gangguan metabolik;95
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Gangguan jiwa dan perilaku;27
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit yang mengenai sistem syaraf;37
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit mata dan adnexa;38
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit telinga dan mastoid;61
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem sirkulasi;144
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem pernafasan;506
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem pencernaan;424
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada kulit dan jaringan subcutaneous;142
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem musculoskletal;233
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem saluran kemih dan genital;59
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Kehamilan dan kelahiran;8
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Keadaan yang berasal dari periode perinatal;1
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Malformasi kongenital, deformasi dan kelainan chromosom;2
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;132
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Keracunan, cedera dan beberapa penyebab yang dari luar;58
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyebab morbiditas dan kematian eksternal;1
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;609
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit Infeksi dan parasit;171
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Neoplasma;19
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Endokrin, nutrisi dan gangguan metabolik;72
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Gangguan jiwa dan perilaku;15
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit yang mengenai sistem syaraf;33
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit mata dan adnexa;97
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit telinga dan mastoid;103
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem sirkulasi;75
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem pernafasan;729
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem pencernaan;283
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada kulit dan jaringan subcutaneous;160
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem musculoskletal;287
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem saluran kemih dan genital;52
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Kehamilan dan kelahiran;7
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Keadaan yang berasal dari periode perinatal;2
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Malformasi kongenital, deformasi dan kelainan chromosom;1
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;172
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Keracunan, cedera dan beberapa penyebab yang dari luar;52
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyebab morbiditas dan kematian eksternal;3
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;713
